Quarter,Year,Quarter_single,HBName,AdmissionType,SIMD,Episodes,LengthOfEpisode,AverageLengthOfEpisode,Stays,LengthOfStay,AverageLengthOfStay
2020Q3,2020,Q3,NHS Shetland,Elective Inpatients,2,5,5,1,5,5,1
2020Q4,2020,Q4,NHS Shetland,Elective Inpatients,2,0,0,NA,0,0,NA
2021Q1,2021,Q1,NHS Shetland,Elective Inpatients,2,0,0,NA,0,0,NA
2021Q2,2021,Q2,NHS Shetland,Elective Inpatients,2,5,5,1,5,14,2.8
2021Q4,2021,Q4,NHS Shetland,Elective Inpatients,2,5,6,1.2,5,6,1.2
2022Q1,2022,Q1,NHS Shetland,Elective Inpatients,2,10,15,1.5,10,15,1.5
2022Q2,2022,Q2,NHS Shetland,Elective Inpatients,2,5,7,1.4,5,7,1.4
2022Q3,2022,Q3,NHS Shetland,Elective Inpatients,2,0,0,NA,0,0,NA
2022Q4,2022,Q4,NHS Shetland,Elective Inpatients,2,0,0,NA,0,0,NA
2017Q4,2017,Q4,NHS Shetland,Elective Inpatients,3,45,77,1.711111111,45,97,2.155555556
2018Q1,2018,Q1,NHS Shetland,Elective Inpatients,3,30,41,1.366666667,31,54,1.741935484
2018Q2,2018,Q2,NHS Shetland,Elective Inpatients,3,30,49,1.633333333,33,56,1.696969697
2018Q3,2018,Q3,NHS Shetland,Elective Inpatients,3,25,30,1.2,25,40,1.6
2018Q4,2018,Q4,NHS Shetland,Elective Inpatients,3,30,55,1.833333333,31,85,2.741935484
2019Q1,2019,Q1,NHS Shetland,Elective Inpatients,3,15,33,2.2,16,33,2.0625
2019Q2,2019,Q2,NHS Shetland,Elective Inpatients,3,25,41,1.64,25,59,2.36
2019Q3,2019,Q3,NHS Shetland,Elective Inpatients,3,35,61,1.742857143,37,137,3.702702703
2019Q4,2019,Q4,NHS Shetland,Elective Inpatients,3,25,54,2.16,27,76,2.814814815
2020Q1,2020,Q1,NHS Shetland,Elective Inpatients,3,20,22,1.1,20,39,1.95
2020Q2,2020,Q2,NHS Shetland,Elective Inpatients,3,10,9,0.9,10,9,0.9
2020Q3,2020,Q3,NHS Shetland,Elective Inpatients,3,26,44,1.692307692,27,56,2.074074074
2020Q4,2020,Q4,NHS Shetland,Elective Inpatients,3,20,35,1.75,20,38,1.9
2021Q1,2021,Q1,NHS Shetland,Elective Inpatients,3,20,31,1.55,20,40,2
2021Q2,2021,Q2,NHS Shetland,Elective Inpatients,3,15,25,1.666666667,15,36,2.4
2021Q3,2021,Q3,NHS Shetland,Elective Inpatients,3,20,32,1.6,20,34,1.7
2021Q4,2021,Q4,NHS Shetland,Elective Inpatients,3,15,15,1,15,18,1.2
2022Q1,2022,Q1,NHS Shetland,Elective Inpatients,3,67,109,1.626865672,67,116,1.731343284
2022Q2,2022,Q2,NHS Shetland,Elective Inpatients,3,25,42,1.68,25,42,1.68
2022Q3,2022,Q3,NHS Shetland,Elective Inpatients,3,10,20,2,10,25,2.5
2022Q4,2022,Q4,NHS Shetland,Elective Inpatients,3,15,23,1.533333333,15,29,1.933333333
2017Q4,2017,Q4,NHS Shetland,Elective Inpatients,4,40,61,1.525,40,72,1.8
2018Q1,2018,Q1,NHS Shetland,Elective Inpatients,4,32,55,1.71875,32,97,3.03125
2018Q2,2018,Q2,NHS Shetland,Elective Inpatients,4,31,61,1.967741935,32,68,2.125
2018Q3,2018,Q3,NHS Shetland,Elective Inpatients,4,35,56,1.6,35,83,2.371428571
2018Q4,2018,Q4,NHS Shetland,Elective Inpatients,4,38,50,1.315789474,40,58,1.45
2019Q1,2019,Q1,NHS Shetland,Elective Inpatients,4,25,58,2.32,27,67,2.481481481
2019Q2,2019,Q2,NHS Shetland,Elective Inpatients,4,37,60,1.621621622,35,97,2.771428571
2019Q3,2019,Q3,NHS Shetland,Elective Inpatients,4,38,54,1.421052632,38,59,1.552631579
2019Q4,2019,Q4,NHS Shetland,Elective Inpatients,4,26,41,1.576923077,25,43,1.72
2020Q1,2020,Q1,NHS Shetland,Elective Inpatients,4,25,32,1.28,26,56,2.153846154
2020Q2,2020,Q2,NHS Shetland,Elective Inpatients,4,15,20,1.333333333,16,21,1.3125
2020Q3,2020,Q3,NHS Shetland,Elective Inpatients,4,19,29,1.526315789,20,38,1.9
2020Q4,2020,Q4,NHS Shetland,Elective Inpatients,4,26,34,1.307692308,26,45,1.730769231
2021Q1,2021,Q1,NHS Shetland,Elective Inpatients,4,19,28,1.473684211,20,40,2
2021Q2,2021,Q2,NHS Shetland,Elective Inpatients,4,25,60,2.4,25,62,2.48
2021Q3,2021,Q3,NHS Shetland,Elective Inpatients,4,16,38,2.375,17,46,2.705882353
2021Q4,2021,Q4,NHS Shetland,Elective Inpatients,4,20,30,1.5,20,50,2.5
2022Q1,2022,Q1,NHS Shetland,Elective Inpatients,4,87,152,1.747126437,89,162,1.820224719
2022Q2,2022,Q2,NHS Shetland,Elective Inpatients,4,19,24,1.263157895,20,24,1.2
2022Q3,2022,Q3,NHS Shetland,Elective Inpatients,4,23,30,1.304347826,25,71,2.84
2022Q4,2022,Q4,NHS Shetland,Elective Inpatients,4,25,27,1.08,25,53,2.12
2017Q4,2017,Q4,NHS Shetland,Elective Inpatients,NA,0,5,NA,0,5,NA
2018Q4,2018,Q4,NHS Shetland,Elective Inpatients,NA,0,0,NA,0,0,NA
2021Q4,2021,Q4,NHS Shetland,Elective Inpatients,NA,0,0,NA,0,0,NA
2017Q4,2017,Q4,NHS Tayside,Elective Inpatients,1,362,867,2.395027624,366,1182,3.229508197
2018Q1,2018,Q1,NHS Tayside,Elective Inpatients,1,355,767,2.16056338,354,1189,3.358757062
2018Q2,2018,Q2,NHS Tayside,Elective Inpatients,1,378,1156,3.058201058,376,1286,3.420212766
2018Q3,2018,Q3,NHS Tayside,Elective Inpatients,1,348,629,1.807471264,348,933,2.681034483
2018Q4,2018,Q4,NHS Tayside,Elective Inpatients,1,309,764,2.472491909,312,1074,3.442307692
2019Q1,2019,Q1,NHS Tayside,Elective Inpatients,1,356,808,2.269662921,352,1213,3.446022727
2019Q2,2019,Q2,NHS Tayside,Elective Inpatients,1,344,725,2.10755814,349,1493,4.277936963
2019Q3,2019,Q3,NHS Tayside,Elective Inpatients,1,332,658,1.981927711,334,962,2.880239521
2019Q4,2019,Q4,NHS Tayside,Elective Inpatients,1,371,854,2.301886792,372,1251,3.362903226
2020Q1,2020,Q1,NHS Tayside,Elective Inpatients,1,302,609,2.016556291,305,800,2.62295082
2020Q2,2020,Q2,NHS Tayside,Elective Inpatients,1,112,307,2.741071429,107,333,3.112149533
2020Q3,2020,Q3,NHS Tayside,Elective Inpatients,1,200,549,2.745,206,963,4.674757282
2020Q4,2020,Q4,NHS Tayside,Elective Inpatients,1,213,492,2.309859155,213,618,2.901408451
2021Q1,2021,Q1,NHS Tayside,Elective Inpatients,1,146,314,2.150684932,146,419,2.869863014
2021Q2,2021,Q2,NHS Tayside,Elective Inpatients,1,253,603,2.383399209,256,766,2.9921875
2021Q3,2021,Q3,NHS Tayside,Elective Inpatients,1,254,629,2.476377953,256,851,3.32421875
2021Q4,2021,Q4,NHS Tayside,Elective Inpatients,1,248,605,2.439516129,251,762,3.035856574
2022Q1,2022,Q1,NHS Tayside,Elective Inpatients,1,244,567,2.323770492,244,773,3.168032787
2022Q2,2022,Q2,NHS Tayside,Elective Inpatients,1,270,558,2.066666667,271,710,2.619926199
2022Q3,2022,Q3,NHS Tayside,Elective Inpatients,1,276,624,2.260869565,278,932,3.352517986
2022Q4,2022,Q4,NHS Tayside,Elective Inpatients,1,238,604,2.537815126,239,815,3.410041841
2017Q4,2017,Q4,NHS Tayside,Elective Inpatients,2,449,1133,2.523385301,448,1717,3.832589286
2018Q1,2018,Q1,NHS Tayside,Elective Inpatients,2,373,963,2.581769437,368,1159,3.149456522
2018Q2,2018,Q2,NHS Tayside,Elective Inpatients,2,470,997,2.121276596,477,1235,2.589098532
2018Q3,2018,Q3,NHS Tayside,Elective Inpatients,2,401,892,2.224438903,397,1199,3.020151134
2018Q4,2018,Q4,NHS Tayside,Elective Inpatients,2,378,883,2.335978836,383,1247,3.255874674
2019Q1,2019,Q1,NHS Tayside,Elective Inpatients,2,389,784,2.015424165,387,1111,2.870801034
2019Q2,2019,Q2,NHS Tayside,Elective Inpatients,2,426,1067,2.504694836,432,1345,3.113425926
2019Q3,2019,Q3,NHS Tayside,Elective Inpatients,2,419,916,2.186157518,418,1698,4.062200957
2019Q4,2019,Q4,NHS Tayside,Elective Inpatients,2,401,872,2.174563591,402,1412,3.512437811
2020Q1,2020,Q1,NHS Tayside,Elective Inpatients,2,418,871,2.083732057,424,1304,3.075471698
2020Q2,2020,Q2,NHS Tayside,Elective Inpatients,2,130,393,3.023076923,130,477,3.669230769
2020Q3,2020,Q3,NHS Tayside,Elective Inpatients,2,245,575,2.346938776,244,770,3.155737705
2020Q4,2020,Q4,NHS Tayside,Elective Inpatients,2,299,617,2.063545151,300,890,2.966666667
2021Q1,2021,Q1,NHS Tayside,Elective Inpatients,2,171,342,2,176,537,3.051136364
2021Q2,2021,Q2,NHS Tayside,Elective Inpatients,2,303,736,2.429042904,303,832,2.745874587
2021Q3,2021,Q3,NHS Tayside,Elective Inpatients,2,272,756,2.779411765,273,917,3.358974359
2021Q4,2021,Q4,NHS Tayside,Elective Inpatients,2,263,627,2.384030418,265,855,3.226415094
2022Q1,2022,Q1,NHS Tayside,Elective Inpatients,2,255,552,2.164705882,255,852,3.341176471
2022Q2,2022,Q2,NHS Tayside,Elective Inpatients,2,297,726,2.444444444,299,914,3.056856187
2022Q3,2022,Q3,NHS Tayside,Elective Inpatients,2,315,563,1.787301587,310,742,2.393548387
2022Q4,2022,Q4,NHS Tayside,Elective Inpatients,2,346,738,2.132947977,354,1098,3.101694915
2017Q4,2017,Q4,NHS Tayside,Elective Inpatients,3,566,1356,2.395759717,566,1621,2.863957597
2018Q1,2018,Q1,NHS Tayside,Elective Inpatients,3,474,1210,2.552742616,476,1719,3.611344538
2018Q2,2018,Q2,NHS Tayside,Elective Inpatients,3,527,1390,2.637571157,525,1741,3.316190476
2018Q3,2018,Q3,NHS Tayside,Elective Inpatients,3,442,1034,2.339366516,444,1501,3.380630631
2018Q4,2018,Q4,NHS Tayside,Elective Inpatients,3,446,826,1.852017937,461,1410,3.05856833
2019Q1,2019,Q1,NHS Tayside,Elective Inpatients,3,420,1059,2.521428571,419,1385,3.30548926
2019Q2,2019,Q2,NHS Tayside,Elective Inpatients,3,467,926,1.982869379,469,1266,2.699360341
2019Q3,2019,Q3,NHS Tayside,Elective Inpatients,3,471,1137,2.414012739,469,1751,3.73347548
2019Q4,2019,Q4,NHS Tayside,Elective Inpatients,3,468,1422,3.038461538,477,1898,3.979035639
2020Q1,2020,Q1,NHS Tayside,Elective Inpatients,3,482,1077,2.234439834,479,1410,2.943632568
2020Q2,2020,Q2,NHS Tayside,Elective Inpatients,3,153,441,2.882352941,150,519,3.46
2020Q3,2020,Q3,NHS Tayside,Elective Inpatients,3,270,575,2.12962963,270,940,3.481481481
2020Q4,2020,Q4,NHS Tayside,Elective Inpatients,3,370,933,2.521621622,374,1252,3.347593583
2021Q1,2021,Q1,NHS Tayside,Elective Inpatients,3,234,498,2.128205128,235,643,2.736170213
2021Q2,2021,Q2,NHS Tayside,Elective Inpatients,3,324,848,2.617283951,321,1030,3.208722741
2021Q3,2021,Q3,NHS Tayside,Elective Inpatients,3,318,691,2.172955975,323,855,2.647058824
2021Q4,2021,Q4,NHS Tayside,Elective Inpatients,3,292,703,2.407534247,297,1073,3.612794613
2022Q1,2022,Q1,NHS Tayside,Elective Inpatients,3,317,586,1.848580442,321,892,2.778816199
2022Q2,2022,Q2,NHS Tayside,Elective Inpatients,3,352,758,2.153409091,352,963,2.735795455
2022Q3,2022,Q3,NHS Tayside,Elective Inpatients,3,365,774,2.120547945,371,1006,2.711590296
2022Q4,2022,Q4,NHS Tayside,Elective Inpatients,3,396,868,2.191919192,394,1181,2.997461929
2017Q4,2017,Q4,NHS Tayside,Elective Inpatients,4,643,1505,2.34059098,650,2457,3.78
2018Q1,2018,Q1,NHS Tayside,Elective Inpatients,4,594,1543,2.597643098,596,2215,3.716442953
2018Q2,2018,Q2,NHS Tayside,Elective Inpatients,4,666,1453,2.181681682,667,2322,3.48125937
2018Q3,2018,Q3,NHS Tayside,Elective Inpatients,4,553,1086,1.963833635,554,1440,2.599277978
2018Q4,2018,Q4,NHS Tayside,Elective Inpatients,4,589,1254,2.129032258,592,1766,2.983108108
2019Q1,2019,Q1,NHS Tayside,Elective Inpatients,4,609,1193,1.958949097,610,1443,2.36557377
2019Q2,2019,Q2,NHS Tayside,Elective Inpatients,4,649,1619,2.494607088,654,1921,2.937308869
2019Q3,2019,Q3,NHS Tayside,Elective Inpatients,4,564,1149,2.037234043,565,1654,2.927433628
2019Q4,2019,Q4,NHS Tayside,Elective Inpatients,4,596,1316,2.208053691,601,1748,2.908485857
2020Q1,2020,Q1,NHS Tayside,Elective Inpatients,4,626,1330,2.124600639,631,2033,3.221870048
2020Q2,2020,Q2,NHS Tayside,Elective Inpatients,4,199,497,2.497487437,201,756,3.76119403
2020Q3,2020,Q3,NHS Tayside,Elective Inpatients,4,379,849,2.240105541,381,1337,3.509186352
2020Q4,2020,Q4,NHS Tayside,Elective Inpatients,4,422,1046,2.478672986,419,1375,3.281622912
2021Q1,2021,Q1,NHS Tayside,Elective Inpatients,4,293,594,2.027303754,300,910,3.033333333
2021Q2,2021,Q2,NHS Tayside,Elective Inpatients,4,479,1330,2.7766179540000002,476,1553,3.262605042
2021Q3,2021,Q3,NHS Tayside,Elective Inpatients,4,526,1475,2.80418251,524,1839,3.509541985
2021Q4,2021,Q4,NHS Tayside,Elective Inpatients,4,459,1154,2.51416122,465,1573,3.382795699
2022Q1,2022,Q1,NHS Tayside,Elective Inpatients,4,426,850,1.995305164,428,1318,3.079439252
2022Q2,2022,Q2,NHS Tayside,Elective Inpatients,4,506,1009,1.994071146,511,1412,2.763209393
2022Q3,2022,Q3,NHS Tayside,Elective Inpatients,4,480,1253,2.610416667,477,1624,3.404612159
2022Q4,2022,Q4,NHS Tayside,Elective Inpatients,4,563,1283,2.278863233,564,1780,3.156028369
2017Q4,2017,Q4,NHS Tayside,Elective Inpatients,5,407,979,2.405405405,407,1402,3.444717445
2018Q1,2018,Q1,NHS Tayside,Elective Inpatients,5,510,1070,2.098039216,508,1400,2.755905512
2018Q2,2018,Q2,NHS Tayside,Elective Inpatients,5,475,988,2.08,475,1297,2.730526316
2018Q3,2018,Q3,NHS Tayside,Elective Inpatients,5,393,804,2.045801527,397,1314,3.309823678
2018Q4,2018,Q4,NHS Tayside,Elective Inpatients,5,404,834,2.064356436,405,1181,2.916049383
2019Q1,2019,Q1,NHS Tayside,Elective Inpatients,5,432,855,1.979166667,431,1282,2.974477958
2019Q2,2019,Q2,NHS Tayside,Elective Inpatients,5,432,885,2.048611111,436,1276,2.926605505
2019Q3,2019,Q3,NHS Tayside,Elective Inpatients,5,410,894,2.180487805,413,1082,2.619854722
2019Q4,2019,Q4,NHS Tayside,Elective Inpatients,5,454,798,1.757709251,458,1102,2.406113537
2020Q1,2020,Q1,NHS Tayside,Elective Inpatients,5,414,870,2.101449275,416,1093,2.627403846
2020Q2,2020,Q2,NHS Tayside,Elective Inpatients,5,134,383,2.858208955,132,622,4.712121212
2020Q3,2020,Q3,NHS Tayside,Elective Inpatients,5,248,599,2.415322581,251,748,2.980079681
2020Q4,2020,Q4,NHS Tayside,Elective Inpatients,5,311,719,2.311897106,309,936,3.029126214
2021Q1,2021,Q1,NHS Tayside,Elective Inpatients,5,176,333,1.892045455,180,449,2.494444444
2021Q2,2021,Q2,NHS Tayside,Elective Inpatients,5,300,839,2.796666667,299,969,3.240802676
2021Q3,2021,Q3,NHS Tayside,Elective Inpatients,5,269,543,2.018587361,272,718,2.639705882
2021Q4,2021,Q4,NHS Tayside,Elective Inpatients,5,273,601,2.201465201,273,708,2.593406593
2022Q1,2022,Q1,NHS Tayside,Elective Inpatients,5,281,459,1.633451957,278,656,2.35971223
2022Q2,2022,Q2,NHS Tayside,Elective Inpatients,5,321,1010,3.146417445,325,1407,4.329230769
2022Q3,2022,Q3,NHS Tayside,Elective Inpatients,5,316,685,2.167721519,319,1180,3.699059561
2022Q4,2022,Q4,NHS Tayside,Elective Inpatients,5,330,707,2.142424242,334,1139,3.410179641
2017Q4,2017,Q4,NHS Tayside,Elective Inpatients,NA,5,10,2,5,10,2
2018Q2,2018,Q2,NHS Tayside,Elective Inpatients,NA,0,5,NA,0,5,NA
2018Q4,2018,Q4,NHS Tayside,Elective Inpatients,NA,5,26,5.2,5,26,5.2
2019Q1,2019,Q1,NHS Tayside,Elective Inpatients,NA,0,0,NA,0,0,NA
2019Q2,2019,Q2,NHS Tayside,Elective Inpatients,NA,0,5,NA,0,5,NA
2019Q3,2019,Q3,NHS Tayside,Elective Inpatients,NA,0,0,NA,0,0,NA
2020Q1,2020,Q1,NHS Tayside,Elective Inpatients,NA,0,5,NA,0,5,NA
2020Q2,2020,Q2,NHS Tayside,Elective Inpatients,NA,0,0,NA,0,0,NA
2020Q3,2020,Q3,NHS Tayside,Elective Inpatients,NA,0,6,NA,0,6,NA
2020Q4,2020,Q4,NHS Tayside,Elective Inpatients,NA,0,0,NA,0,0,NA
2021Q2,2021,Q2,NHS Tayside,Elective Inpatients,NA,0,0,NA,0,0,NA
2021Q3,2021,Q3,NHS Tayside,Elective Inpatients,NA,0,0,NA,0,0,NA
2021Q4,2021,Q4,NHS Tayside,Elective Inpatients,NA,0,0,NA,0,0,NA
2017Q4,2017,Q4,NHS Western Isles,Elective Inpatients,2,19,35,1.842105263,20,39,1.95
2018Q1,2018,Q1,NHS Western Isles,Elective Inpatients,2,21,50,2.380952381,21,50,2.380952381
2018Q2,2018,Q2,NHS Western Isles,Elective Inpatients,2,21,45,2.142857143,20,44,2.2
2018Q3,2018,Q3,NHS Western Isles,Elective Inpatients,2,20,49,2.45,20,163,8.15
2018Q4,2018,Q4,NHS Western Isles,Elective Inpatients,2,21,62,2.952380952,21,63,3
2019Q1,2019,Q1,NHS Western Isles,Elective Inpatients,2,17,44,2.588235294,17,44,2.588235294
2019Q2,2019,Q2,NHS Western Isles,Elective Inpatients,2,16,18,1.125,16,43,2.6875
2019Q3,2019,Q3,NHS Western Isles,Elective Inpatients,2,25,53,2.12,25,54,2.16
2019Q4,2019,Q4,NHS Western Isles,Elective Inpatients,2,23,63,2.739130435,24,79,3.291666667
2020Q1,2020,Q1,NHS Western Isles,Elective Inpatients,2,20,54,2.7,20,62,3.1
2020Q2,2020,Q2,NHS Western Isles,Elective Inpatients,2,11,0,0,10,10,1
2020Q3,2020,Q3,NHS Western Isles,Elective Inpatients,2,12,17,1.416666667,15,69,4.6
2020Q4,2020,Q4,NHS Western Isles,Elective Inpatients,2,15,34,2.266666667,15,34,2.266666667
2021Q1,2021,Q1,NHS Western Isles,Elective Inpatients,2,5,5,1,5,5,1
2021Q2,2021,Q2,NHS Western Isles,Elective Inpatients,2,11,44,4,10,45,4.5
2021Q3,2021,Q3,NHS Western Isles,Elective Inpatients,2,10,17,1.7,10,18,1.8
2021Q4,2021,Q4,NHS Western Isles,Elective Inpatients,2,13,28,2.153846154,14,29,2.071428571
2022Q1,2022,Q1,NHS Western Isles,Elective Inpatients,2,0,0,NA,0,0,NA
2022Q2,2022,Q2,NHS Western Isles,Elective Inpatients,2,15,28,1.866666667,15,28,1.866666667
2022Q3,2022,Q3,NHS Western Isles,Elective Inpatients,2,10,17,1.7,10,18,1.8
2022Q4,2022,Q4,NHS Western Isles,Elective Inpatients,2,17,33,1.941176471,15,33,2.2
2017Q4,2017,Q4,NHS Western Isles,Elective Inpatients,3,95,226,2.378947368,95,234,2.463157895
2018Q1,2018,Q1,NHS Western Isles,Elective Inpatients,3,118,268,2.2711864409999998,117,284,2.427350427
2018Q2,2018,Q2,NHS Western Isles,Elective Inpatients,3,85,173,2.035294118,88,214,2.431818182
2018Q3,2018,Q3,NHS Western Isles,Elective Inpatients,3,88,177,2.011363636,85,204,2.4
2018Q4,2018,Q4,NHS Western Isles,Elective Inpatients,3,76,201,2.644736842,75,323,4.306666667
2019Q1,2019,Q1,NHS Western Isles,Elective Inpatients,3,87,183,2.103448276,85,203,2.388235294
2019Q2,2019,Q2,NHS Western Isles,Elective Inpatients,3,78,129,1.653846154,78,200,2.564102564
2019Q3,2019,Q3,NHS Western Isles,Elective Inpatients,3,96,249,2.59375,94,302,3.212765957
2019Q4,2019,Q4,NHS Western Isles,Elective Inpatients,3,93,216,2.322580645,97,332,3.422680412
2020Q1,2020,Q1,NHS Western Isles,Elective Inpatients,3,84,238,2.833333333,85,259,3.047058824
2020Q2,2020,Q2,NHS Western Isles,Elective Inpatients,3,49,14,0.285714286,50,14,0.28
2020Q3,2020,Q3,NHS Western Isles,Elective Inpatients,3,25,59,2.36,30,102,3.4
2020Q4,2020,Q4,NHS Western Isles,Elective Inpatients,3,63,137,2.174603175,65,162,2.492307692
2021Q1,2021,Q1,NHS Western Isles,Elective Inpatients,3,22,52,2.363636364,20,51,2.55
2021Q2,2021,Q2,NHS Western Isles,Elective Inpatients,3,62,186,3,65,237,3.646153846
2021Q3,2021,Q3,NHS Western Isles,Elective Inpatients,3,73,199,2.726027397,79,281,3.556962025
2021Q4,2021,Q4,NHS Western Isles,Elective Inpatients,3,45,120,2.666666667,45,187,4.155555556
2022Q1,2022,Q1,NHS Western Isles,Elective Inpatients,3,30,40,1.333333333,30,45,1.5
2022Q2,2022,Q2,NHS Western Isles,Elective Inpatients,3,56,173,3.089285714,60,272,4.533333333
2022Q3,2022,Q3,NHS Western Isles,Elective Inpatients,3,71,212,2.985915493,75,286,3.813333333
2022Q4,2022,Q4,NHS Western Isles,Elective Inpatients,3,83,171,2.060240964,85,218,2.564705882
2019Q3,2019,Q3,NHS Western Isles,Elective Inpatients,4,0,0,NA,0,0,NA
2021Q4,2021,Q4,NHS Western Isles,Elective Inpatients,4,0,0,NA,0,0,NA
2020Q3,2020,Q3,NHS Western Isles,Elective Inpatients,5,0,0,NA,0,0,NA
2020Q4,2020,Q4,NHS Western Isles,Elective Inpatients,5,0,0,NA,0,0,NA
2022Q3,2022,Q3,NHS Western Isles,Elective Inpatients,5,0,0,NA,0,0,NA
2019Q2,2019,Q2,NHS Western Isles,Elective Inpatients,NA,0,0,NA,0,0,NA
2017Q4,2017,Q4,NA,Elective Inpatients,1,422,946,2.241706161,440,2144,4.872727273
2018Q1,2018,Q1,NA,Elective Inpatients,1,434,1086,2.502304147,417,1958,4.695443645
2018Q2,2018,Q2,NA,Elective Inpatients,1,444,1049,2.362612613,437,2103,4.812356979
2018Q3,2018,Q3,NA,Elective Inpatients,1,439,855,1.9476082,460,2293,4.984782609
2018Q4,2018,Q4,NA,Elective Inpatients,1,447,901,2.015659955,457,1939,4.242888403
2019Q1,2019,Q1,NA,Elective Inpatients,1,479,981,2.048016701,480,1995,4.15625
2019Q2,2019,Q2,NA,Elective Inpatients,1,434,863,1.988479263,437,2093,4.789473684
2019Q3,2019,Q3,NA,Elective Inpatients,1,399,911,2.28320802,402,2378,5.915422886
2019Q4,2019,Q4,NA,Elective Inpatients,1,390,791,2.028205128,399,2231,5.591478697
2020Q1,2020,Q1,NA,Elective Inpatients,1,356,664,1.865168539,358,1794,5.011173184
2020Q2,2020,Q2,NA,Elective Inpatients,1,180,303,1.683333333,163,957,5.871165644
2020Q3,2020,Q3,NA,Elective Inpatients,1,297,610,2.053872054,309,1714,5.546925566
2020Q4,2020,Q4,NA,Elective Inpatients,1,359,770,2.144846797,364,1794,4.928571429
2021Q1,2021,Q1,NA,Elective Inpatients,1,391,1000,2.557544757,382,2088,5.465968586
2021Q2,2021,Q2,NA,Elective Inpatients,1,388,925,2.384020619,379,1870,4.934036939
2021Q3,2021,Q3,NA,Elective Inpatients,1,341,882,2.586510264,341,1732,5.079178886
2021Q4,2021,Q4,NA,Elective Inpatients,1,369,916,2.482384824,373,1959,5.252010724
2022Q1,2022,Q1,NA,Elective Inpatients,1,352,1146,3.255681818,346,1804,5.213872832
2022Q2,2022,Q2,NA,Elective Inpatients,1,339,847,2.498525074,339,1893,5.584070796
2022Q3,2022,Q3,NA,Elective Inpatients,1,380,1006,2.647368421,384,1799,4.684895833
2022Q4,2022,Q4,NA,Elective Inpatients,1,411,1222,2.97323601,411,2065,5.0243309
2017Q4,2017,Q4,NA,Elective Inpatients,2,453,1176,2.59602649,458,2343,5.115720524
2018Q1,2018,Q1,NA,Elective Inpatients,2,394,888,2.253807107,399,1652,4.140350877
2018Q2,2018,Q2,NA,Elective Inpatients,2,430,1013,2.355813953,428,1951,4.558411215
2018Q3,2018,Q3,NA,Elective Inpatients,2,432,973,2.252314815,442,1994,4.511312217
2018Q4,2018,Q4,NA,Elective Inpatients,2,443,1012,2.284424379,455,1819,3.997802198
2019Q1,2019,Q1,NA,Elective Inpatients,2,407,803,1.972972973,412,1668,4.048543689
2019Q2,2019,Q2,NA,Elective Inpatients,2,399,905,2.268170426,394,1694,4.299492386
2019Q3,2019,Q3,NA,Elective Inpatients,2,382,792,2.073298429,390,1877,4.812820513
2019Q4,2019,Q4,NA,Elective Inpatients,2,368,837,2.274456522,384,2157,5.6171875
2020Q1,2020,Q1,NA,Elective Inpatients,2,350,782,2.234285714,356,1983,5.570224719
2020Q2,2020,Q2,NA,Elective Inpatients,2,133,308,2.315789474,137,940,6.861313869
2020Q3,2020,Q3,NA,Elective Inpatients,2,258,2392,9.271317829,260,3149,12.11153846
2020Q4,2020,Q4,NA,Elective Inpatients,2,334,851,2.547904192,332,1584,4.771084337
2021Q1,2021,Q1,NA,Elective Inpatients,2,393,967,2.460559796,375,1839,4.904
2021Q2,2021,Q2,NA,Elective Inpatients,2,347,853,2.458213256,351,1854,5.282051282
2021Q3,2021,Q3,NA,Elective Inpatients,2,331,751,2.268882175,327,2091,6.394495413
2021Q4,2021,Q4,NA,Elective Inpatients,2,351,810,2.307692308,357,1661,4.652661064
2022Q1,2022,Q1,NA,Elective Inpatients,2,332,843,2.539156627,327,1560,4.770642202
2022Q2,2022,Q2,NA,Elective Inpatients,2,347,924,2.662824207,345,1862,5.397101449
2022Q3,2022,Q3,NA,Elective Inpatients,2,360,987,2.741666667,360,1659,4.608333333
2022Q4,2022,Q4,NA,Elective Inpatients,2,358,939,2.622905028,356,1518,4.264044944
2017Q4,2017,Q4,NA,Elective Inpatients,3,400,1062,2.655,400,1980,4.95
2018Q1,2018,Q1,NA,Elective Inpatients,3,428,1063,2.48364486,423,2025,4.787234043
2018Q2,2018,Q2,NA,Elective Inpatients,3,381,1012,2.656167979,374,1684,4.502673797
2018Q3,2018,Q3,NA,Elective Inpatients,3,458,1211,2.644104803,468,2190,4.679487179
2018Q4,2018,Q4,NA,Elective Inpatients,3,463,1205,2.602591793,462,1896,4.103896104
2019Q1,2019,Q1,NA,Elective Inpatients,3,430,1040,2.418604651,435,1691,3.887356322
2019Q2,2019,Q2,NA,Elective Inpatients,3,421,992,2.356294537,418,1671,3.997607656
2019Q3,2019,Q3,NA,Elective Inpatients,3,426,1052,2.469483568,425,2145,5.047058824
2019Q4,2019,Q4,NA,Elective Inpatients,3,389,934,2.401028278,399,2055,5.15037594
2020Q1,2020,Q1,NA,Elective Inpatients,3,344,802,2.331395349,340,1717,5.05
2020Q2,2020,Q2,NA,Elective Inpatients,3,148,471,3.182432432,144,1055,7.326388889
2020Q3,2020,Q3,NA,Elective Inpatients,3,200,409,2.045,201,1089,5.417910448
2020Q4,2020,Q4,NA,Elective Inpatients,3,361,918,2.542936288,365,1888,5.17260274
