Quarter,Location,HBName,AdmissionType,Sex,Age,Episodes,LengthOfEpisode,AverageLengthOfEpisode,Stays,LengthOfStay,AverageLengthOfStay,Year,Quarter_single
2022Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Female,80-89 years,42,89,2.11904761904762,42,130,3.0952380952381,2022,Q1
2022Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Female,80-89 years,60,218,3.63333333333333,59,426,7.22033898305085,2022,Q2
2022Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Female,80-89 years,82,163,1.98780487804878,82,384,4.68292682926829,2022,Q3
2022Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Female,80-89 years,57,114,2,61,465,7.62295081967213,2022,Q4
2017Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,34,6.8,10,35,3.5,2017,Q4
2018Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,13,48,3.69230769230769,13,101,7.76923076923077,2018,Q1
2018Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,5,1,5,5,1,2018,Q2
2018Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,5,1,5,38,7.6,2018,Q3
2018Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,17,3.4,5,23,4.6,2018,Q4
2019Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,11,42,3.81818181818182,12,53,4.41666666666667,2019,Q1
2019Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,0,0,NA,5,5,1,2019,Q2
2019Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,39,7.8,10,42,4.2,2019,Q3
2019Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,8,1.6,10,10,1,2019,Q4
2020Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,7,1.4,5,39,7.8,2020,Q1
2020Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,10,9,0.9,10,25,2.5,2020,Q2
2020Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,0,0,0,0,NA,2020,Q3
2020Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,33,6.6,5,113,22.6,2020,Q4
2021Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,0,0,NA,0,0,NA,2021,Q1
2021Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,5,1,5,5,1,2021,Q2
2021Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,0,0,NA,0,27,NA,2021,Q3
2021Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,0,0,NA,0,0,NA,2021,Q4
2022Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,5,1,5,5,1,2022,Q1
2022Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,13,41,3.15384615384615,12,65,5.41666666666667,2022,Q2
2022Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,0,5,NA,0,18,NA,2022,Q3
2022Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Female,90 years and over,5,5,1,5,21,4.2,2022,Q4
2017Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,21,7,0.333333333333333,21,7,0.333333333333333,2017,Q4
2018Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,17,13,0.764705882352941,17,13,0.764705882352941,2018,Q1
2018Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,14,5,0.357142857142857,14,5,0.357142857142857,2018,Q2
2018Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,17,9,0.529411764705882,17,9,0.529411764705882,2018,Q3
2018Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,13,7,0.538461538461538,13,7,0.538461538461538,2018,Q4
2019Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,16,5,0.3125,16,5,0.3125,2019,Q1
2019Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,12,0,0,12,0,0,2019,Q2
2019Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,10,0,0,10,0,0,2019,Q3
2019Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,10,5,0.5,10,5,0.5,2019,Q4
2020Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,11,5,0.454545454545455,10,5,0.5,2020,Q1
2020Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,5,0,0,5,0,0,2020,Q4
2021Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,0,0,NA,0,0,NA,2021,Q1
2021Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,5,5,1,5,5,1,2021,Q2
2021Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,5,8,1.6,5,8,1.6,2021,Q3
2021Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,0,0,NA,0,0,NA,2021,Q4
2022Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,0,0,NA,0,0,NA,2022,Q1
2022Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,5,0,0,5,6,1.2,2022,Q2
2022Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,21,12,0.571428571428571,21,12,0.571428571428571,2022,Q3
2022Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,0-9 years,5,5,1,5,5,1,2022,Q4
2017Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,33,44,1.33333333333333,33,44,1.33333333333333,2017,Q4
2018Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,24,34,1.41666666666667,24,42,1.75,2018,Q1
2018Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,15,9,0.6,15,9,0.6,2018,Q2
2018Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,10,11,1.1,10,11,1.1,2018,Q3
2018Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,24,20,0.833333333333333,24,20,0.833333333333333,2018,Q4
2019Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,19,7,0.368421052631579,19,7,0.368421052631579,2019,Q1
2019Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,23,12,0.521739130434783,23,19,0.826086956521739,2019,Q2
2019Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,12,7,0.583333333333333,12,7,0.583333333333333,2019,Q3
2019Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,10,5,0.5,10,5,0.5,2019,Q4
2020Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,19,18,0.947368421052632,19,26,1.36842105263158,2020,Q1
2020Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,11,9,0.818181818181818,11,11,1,2020,Q3
2020Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,5,5,1,5,5,1,2020,Q4
2021Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,0,0,NA,5,0,0,2021,Q1
2021Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,10,5,0.5,10,6,0.6,2021,Q2
2021Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,11,6,0.545454545454545,11,6,0.545454545454545,2021,Q3
2021Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,10,0,0,10,0,0,2021,Q4
2022Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,5,6,1.2,5,6,1.2,2022,Q1
2022Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,5,0,0,5,0,0,2022,Q2
2022Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,5,0,0,5,0,0,2022,Q3
2022Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,10-19 years,5,8,1.6,5,9,1.8,2022,Q4
2017Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,50,62,1.24,51,74,1.45098039215686,2017,Q4
2018Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,47,65,1.38297872340426,47,97,2.06382978723404,2018,Q1
2018Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,41,84,2.04878048780488,43,96,2.23255813953488,2018,Q2
2018Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,42,68,1.61904761904762,42,134,3.19047619047619,2018,Q3
2018Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,45,45,1,45,63,1.4,2018,Q4
2019Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,37,52,1.40540540540541,37,52,1.40540540540541,2019,Q1
2019Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,42,42,1,45,53,1.17777777777778,2019,Q2
2019Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,37,38,1.02702702702703,39,47,1.2051282051282,2019,Q3
2019Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,28,36,1.28571428571429,28,37,1.32142857142857,2019,Q4
2020Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,28,39,1.39285714285714,29,48,1.6551724137931,2020,Q1
2020Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,5,9,1.8,5,19,3.8,2020,Q2
2020Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,10,5,0.5,10,9,0.9,2020,Q3
2020Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,15,13,0.866666666666667,15,19,1.26666666666667,2020,Q4
2021Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,10,22,2.2,10,26,2.6,2021,Q1
2021Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,24,34,1.41666666666667,24,36,1.5,2021,Q2
2021Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,18,9,0.5,18,10,0.555555555555556,2021,Q3
2021Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,13,8,0.615384615384615,14,10,0.714285714285714,2021,Q4
2022Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,12,7,0.583333333333333,12,8,0.666666666666667,2022,Q1
2022Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,21,71,3.38095238095238,22,78,3.54545454545455,2022,Q2
2022Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,23,16,0.695652173913043,23,21,0.91304347826087,2022,Q3
2022Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,20-29 years,26,14,0.538461538461538,27,23,0.851851851851852,2022,Q4
2017Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,61,74,1.21311475409836,63,105,1.66666666666667,2017,Q4
2018Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,58,84,1.44827586206897,58,99,1.70689655172414,2018,Q1
2018Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,67,72,1.07462686567164,68,85,1.25,2018,Q2
2018Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,64,98,1.53125,64,113,1.765625,2018,Q3
2018Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,61,94,1.54098360655738,63,111,1.76190476190476,2018,Q4
2019Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,73,70,0.958904109589041,75,116,1.54666666666667,2019,Q1
2019Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,64,63,0.984375,64,72,1.125,2019,Q2
2019Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,39,42,1.07692307692308,39,52,1.33333333333333,2019,Q3
2019Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,57,71,1.24561403508772,59,70,1.1864406779661,2019,Q4
2020Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,40,48,1.2,41,125,3.04878048780488,2020,Q1
2020Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,5,5,1,5,5,1,2020,Q2
2020Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,17,18,1.05882352941176,17,23,1.35294117647059,2020,Q3
2020Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,19,14,0.736842105263158,22,22,1,2020,Q4
2021Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,15,15,1,15,19,1.26666666666667,2021,Q1
2021Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,35,56,1.6,35,86,2.45714285714286,2021,Q2
2021Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,22,23,1.04545454545455,23,65,2.82608695652174,2021,Q3
2021Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,17,11,0.647058823529412,17,12,0.705882352941177,2021,Q4
2022Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,23,22,0.956521739130435,23,56,2.43478260869565,2022,Q1
2022Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,36,52,1.44444444444444,36,89,2.47222222222222,2022,Q2
2022Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,31,32,1.03225806451613,33,40,1.21212121212121,2022,Q3
2022Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,30-39 years,23,27,1.17391304347826,23,34,1.47826086956522,2022,Q4
2017Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,110,209,1.9,110,291,2.64545454545455,2017,Q4
2018Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,86,167,1.94186046511628,89,345,3.87640449438202,2018,Q1
2018Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,93,133,1.43010752688172,94,191,2.03191489361702,2018,Q2
2018Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,82,146,1.78048780487805,85,215,2.52941176470588,2018,Q3
2018Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,101,155,1.53465346534653,104,290,2.78846153846154,2018,Q4
2019Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,74,183,2.47297297297297,73,204,2.79452054794521,2019,Q1
2019Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,93,202,2.17204301075269,95,328,3.45263157894737,2019,Q2
2019Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,76,123,1.61842105263158,77,156,2.02597402597403,2019,Q3
2019Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,78,108,1.38461538461538,78,160,2.05128205128205,2019,Q4
2020Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,63,90,1.42857142857143,66,136,2.06060606060606,2020,Q1
2020Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,15,38,2.53333333333333,13,39,3,2020,Q2
2020Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,24,26,1.08333333333333,26,50,1.92307692307692,2020,Q3
2020Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,31,38,1.2258064516129,32,48,1.5,2020,Q4
2021Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,25,60,2.4,24,64,2.66666666666667,2021,Q1
2021Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,56,95,1.69642857142857,57,146,2.56140350877193,2021,Q2
2021Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,49,70,1.42857142857143,51,77,1.50980392156863,2021,Q3
2021Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,25,18,0.72,25,40,1.6,2021,Q4
2022Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,44,61,1.38636363636364,46,91,1.97826086956522,2022,Q1
2022Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,41,54,1.31707317073171,40,114,2.85,2022,Q2
2022Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,58,63,1.08620689655172,61,144,2.36065573770492,2022,Q3
2022Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,40-49 years,41,32,0.780487804878049,42,63,1.5,2022,Q4
2017Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,182,466,2.56043956043956,191,861,4.50785340314136,2017,Q4
2018Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,194,332,1.71134020618557,201,547,2.72139303482587,2018,Q1
2018Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,171,254,1.48538011695906,174,392,2.25287356321839,2018,Q2
2018Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,182,300,1.64835164835165,183,415,2.26775956284153,2018,Q3
2018Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,224,404,1.80357142857143,228,625,2.74122807017544,2018,Q4
2019Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,192,406,2.11458333333333,199,715,3.5929648241206,2019,Q1
2019Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,150,264,1.76,147,386,2.62585034013605,2019,Q2
2019Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,162,292,1.80246913580247,167,487,2.91616766467066,2019,Q3
2019Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,176,255,1.44886363636364,185,508,2.74594594594595,2019,Q4
2020Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,144,203,1.40972222222222,147,374,2.54421768707483,2020,Q1
2020Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,41,89,2.17073170731707,42,116,2.76190476190476,2020,Q2
2020Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,62,114,1.83870967741935,65,136,2.09230769230769,2020,Q3
2020Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,70,104,1.48571428571429,69,152,2.20289855072464,2020,Q4
2021Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,52,128,2.46153846153846,53,155,2.92452830188679,2021,Q1
2021Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,120,174,1.45,122,335,2.74590163934426,2021,Q2
2021Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,72,95,1.31944444444444,74,143,1.93243243243243,2021,Q3
2021Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,60,132,2.2,64,164,2.5625,2021,Q4
2022Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,80,145,1.8125,81,186,2.2962962962963,2022,Q1
2022Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,114,114,1,113,223,1.97345132743363,2022,Q2
2022Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,130,208,1.6,134,502,3.74626865671642,2022,Q3
2022Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,50-59 years,123,193,1.56910569105691,128,289,2.2578125,2022,Q4
2017Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,239,510,2.13389121338912,250,1319,5.276,2017,Q4
2018Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,254,529,2.08267716535433,265,744,2.80754716981132,2018,Q1
2018Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,266,716,2.69172932330827,266,956,3.59398496240602,2018,Q2
2018Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,239,547,2.28870292887029,248,942,3.79838709677419,2018,Q3
2018Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,256,503,1.96484375,265,927,3.49811320754717,2018,Q4
2019Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,235,547,2.32765957446809,238,793,3.33193277310924,2019,Q1
2019Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,227,434,1.91189427312775,241,869,3.60580912863071,2019,Q2
2019Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,230,580,2.52173913043478,238,827,3.47478991596639,2019,Q3
2019Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,233,458,1.9656652360515,235,886,3.77021276595745,2019,Q4
2020Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,184,283,1.53804347826087,189,613,3.24338624338624,2020,Q1
2020Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,45,64,1.42222222222222,42,136,3.23809523809524,2020,Q2
2020Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,97,159,1.63917525773196,100,249,2.49,2020,Q3
2020Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,116,178,1.53448275862069,122,378,3.0983606557377,2020,Q4
2021Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,111,178,1.6036036036036,115,345,3,2021,Q1
2021Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,132,262,1.98484848484848,135,490,3.62962962962963,2021,Q2
2021Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,141,238,1.68794326241135,144,372,2.58333333333333,2021,Q3
2021Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,124,228,1.83870967741935,125,588,4.704,2021,Q4
2022Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,103,442,4.29126213592233,105,492,4.68571428571429,2022,Q1
2022Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,178,334,1.87640449438202,179,523,2.92178770949721,2022,Q2
2022Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,208,273,1.3125,211,1113,5.27488151658768,2022,Q3
2022Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,60-69 years,196,267,1.36224489795918,201,599,2.98009950248756,2022,Q4
2017Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,242,793,3.27685950413223,253,1094,4.32411067193676,2017,Q4
2018Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,202,478,2.36633663366337,211,909,4.30805687203791,2018,Q1
2018Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,234,556,2.37606837606838,241,928,3.850622406639,2018,Q2
2018Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,244,519,2.12704918032787,256,881,3.44140625,2018,Q3
2018Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,258,677,2.62403100775194,265,957,3.61132075471698,2018,Q4
2019Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,227,419,1.84581497797357,231,674,2.91774891774892,2019,Q1
2019Q2,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,217,467,2.15207373271889,227,645,2.84140969162996,2019,Q2
2019Q3,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,217,567,2.61290322580645,227,866,3.81497797356828,2019,Q3
2019Q4,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,257,746,2.90272373540856,264,982,3.71969696969697,2019,Q4
2020Q1,S08000032,NHS Lanarkshire,Elective Inpatients,Male,70-79 years,191,399,2.08900523560209,195,715,3.66666666666667,2020,Q1
