Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2018Q1,,S08000031,,C313H,,Elective Inpatients,,5,,72,119,1.652777778,,75,184,2.453333333,
2018Q2,,S08000031,,C313H,,Elective Inpatients,,5,,66,142,2.151515152,,66,151,2.287878788,
2018Q3,,S08000031,,C313H,,Elective Inpatients,,5,,54,127,2.351851852,,55,287,5.218181818,
2018Q4,,S08000031,,C313H,,Elective Inpatients,,5,,64,225,3.515625,,67,262,3.910447761,
2019Q1,,S08000031,,C313H,,Elective Inpatients,,5,,74,181,2.445945946,,76,244,3.210526316,
2019Q2,,S08000031,,C313H,,Elective Inpatients,,5,,57,109,1.912280702,,58,126,2.172413793,
2019Q3,,S08000031,,C313H,,Elective Inpatients,,5,,54,200,3.703703704,,55,285,5.181818182,
2019Q4,,S08000031,,C313H,,Elective Inpatients,,5,,53,161,3.037735849,,55,214,3.890909091,
2020Q1,,S08000031,,C313H,,Elective Inpatients,,5,,30,68,2.266666667,,29,112,3.862068966,
2020Q2,,S08000031,,C313H,,Elective Inpatients,,5,,5,10,2,,5,6,1.2,
2020Q3,,S08000031,,C313H,,Elective Inpatients,,5,,19,47,2.473684211,,18,78,4.333333333,
2020Q4,,S08000031,,C313H,,Elective Inpatients,,5,,47,77,1.638297872,,50,113,2.26,
2021Q1,,S08000031,,C313H,,Elective Inpatients,,5,,34,76,2.235294118,,35,104,2.971428571,
2021Q2,,S08000031,,C313H,,Elective Inpatients,,5,,36,84,2.333333333,,38,110,2.894736842,
2021Q3,,S08000031,,C313H,,Elective Inpatients,,5,,36,107,2.972222222,,35,172,4.914285714,
2021Q4,,S08000031,,C313H,,Elective Inpatients,,5,,44,107,2.431818182,,47,135,2.872340426,
2022Q1,,S08000031,,C313H,,Elective Inpatients,,5,,32,74,2.3125,,32,116,3.625,
2022Q2,,S08000031,,C313H,,Elective Inpatients,,5,,39,95,2.435897436,,37,101,2.72972973,
2022Q3,,S08000031,,C313H,,Elective Inpatients,,5,,48,117,2.4375,,50,208,4.16,
2022Q4,p,S08000031,,C313H,,Elective Inpatients,,5,,47,201,4.276595745,,50,227,4.54,
2018Q1,,S08000031,,C313H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2018Q3,,S08000031,,C313H,,Elective Inpatients,,,:,0,5,,z,0,5,,z
2018Q4,,S08000031,,C313H,,Elective Inpatients,,,:,0,5,,z,0,5,,z
2021Q4,,S08000031,,C313H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2022Q3,,S08000031,,C313H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,1,,3510,9276,2.642735043,,3554,13056,3.673607203,
2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,1,,3423,8375,2.446684195,,3436,13443,3.912398137,
2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,1,,3637,8863,2.436898543,,3670,13772,3.752588556,
2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,1,,3401,8663,2.547192002,,3409,11337,3.325608683,
2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,1,,3061,7587,2.478601764,,3092,10841,3.50614489,
2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,1,,3256,8121,2.494164619,,3278,11299,3.446918853,
2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,1,,3334,8289,2.486202759,,3362,11388,3.387269482,
2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,1,,3210,7633,2.37788162,,3238,10837,3.346819024,
2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,1,,3387,7972,2.353705344,,3427,10981,3.204260286,
2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,1,,3127,7161,2.290054365,,3151,10098,3.204696922,
2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,1,,1191,3345,2.808564232,,1196,4844,4.050167224,
2020Q3,,S08000031,,S08000031,d,Elective Inpatients,,1,,2088,5119,2.451628352,,2088,7189,3.443007663,
2020Q4,,S08000031,,S08000031,d,Elective Inpatients,,1,,2476,5755,2.324313409,,2501,8294,3.316273491,
2021Q1,,S08000031,,S08000031,d,Elective Inpatients,,1,,2096,4951,2.362118321,,2096,6930,3.30629771,
2021Q2,,S08000031,,S08000031,d,Elective Inpatients,,1,,2455,5766,2.348676171,,2479,8403,3.389673255,
2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,1,,2217,5653,2.549842129,,2239,8337,3.723537293,
2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,1,,2141,4945,2.309668379,,2170,7384,3.402764977,
2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,1,,2097,4759,2.269432523,,2097,6688,3.189318073,
2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,1,,2026,5045,2.490128332,,2040,7570,3.710784314,
2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,1,,2473,5651,2.285078852,,2483,8022,3.230769231,
2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,1,,2412,5541,2.297263682,,2430,8410,3.46090535,
2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,2,,2284,5842,2.557793345,,2309,9122,3.950627977,
2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,2,,2064,5475,2.652616279,,2061,7407,3.593886463,
2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,2,,2229,5909,2.650964558,,2246,8684,3.866429207,
2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,2,,2126,5377,2.529162747,,2142,7186,3.35480859,
2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,2,,2032,5649,2.780019685,,2053,8120,3.95518753,
2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,2,,2098,4974,2.370829361,,2101,7195,3.424559733,
2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,2,,2109,5284,2.505452821,,2121,7123,3.358321546,
2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,2,,1972,4911,2.490365112,,1972,7223,3.662778905,
2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,2,,2000,5264,2.632,,2028,7501,3.698717949,
2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,2,,1905,4550,2.388451444,,1924,6719,3.492203742,
2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,2,,695,1680,2.417266187,,679,2325,3.424153166,
2020Q3,,S08000031,,S08000031,d,Elective Inpatients,,2,,1319,3188,2.416982563,,1325,4660,3.516981132,
2020Q4,,S08000031,,S08000031,d,Elective Inpatients,,2,,1521,3441,2.262327416,,1546,4882,3.157826649,
2021Q1,,S08000031,,S08000031,d,Elective Inpatients,,2,,1254,3520,2.807017544,,1250,4387,3.5096,
2021Q2,,S08000031,,S08000031,d,Elective Inpatients,,2,,1715,4554,2.655393586,,1720,5975,3.473837209,
2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,2,,1523,3956,2.597504924,,1516,5255,3.466358839,
2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,2,,1284,3286,2.559190031,,1307,4795,3.668706963,
2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,2,,1304,3386,2.596625767,,1282,4722,3.683307332,
2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,2,,1276,3159,2.475705329,,1286,4990,3.880248834,
2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,2,,1539,3935,2.556855101,,1545,6564,4.248543689,
2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,2,,1477,3799,2.572105619,,1502,5872,3.909454061,
2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,3,,1866,5787,3.101286174,,1880,7690,4.090425532,
2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,3,,1727,4447,2.574985524,,1745,6550,3.753581662,
2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,3,,1843,4858,2.635919696,,1825,5867,3.214794521,
2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,3,,1776,4863,2.738175676,,1790,6664,3.722905028,
2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,3,,1731,4677,2.701906412,,1753,6325,3.608100399,
2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,3,,1757,5529,3.146841207,,1753,6732,3.840273816,
2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,3,,1635,4701,2.875229358,,1640,6993,4.26402439,
2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,3,,1722,4608,2.675958188,,1720,5997,3.486627907,
2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,3,,1674,4657,2.781959379,,1678,6298,3.753277712,
2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,3,,1618,4455,2.753399258,,1622,6275,3.868680641,
2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,3,,541,1802,3.330868762,,536,2597,4.845149254,
2020Q3,,S08000031,,S08000031,d,Elective Inpatients,,3,,1073,2653,2.47250699,,1059,3567,3.368271955,
2020Q4,,S08000031,,S08000031,d,Elective Inpatients,,3,,1233,3193,2.589618816,,1254,4694,3.743221691,
2021Q1,,S08000031,,S08000031,d,Elective Inpatients,,3,,1020,2811,2.755882353,,1026,3680,3.586744639,
2021Q2,,S08000031,,S08000031,d,Elective Inpatients,,3,,1372,3384,2.466472303,,1376,4566,3.318313953,
2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,3,,1278,3541,2.770735524,,1272,4809,3.780660377,
2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,3,,1111,3488,3.139513951,,1114,4917,4.413824057,
2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,3,,1129,2731,2.418954827,,1126,4223,3.75044405,
2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,3,,1192,3184,2.67114094,,1187,4078,3.435551811,
2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,3,,1414,3469,2.453323904,,1415,5040,3.561837456,
2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,3,,1312,3427,2.612042683,,1332,5217,3.916666667,
2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1631,4305,2.639484979,,1655,6374,3.851359517,
2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,1535,3721,2.424104235,,1522,5155,3.386990802,
2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,1649,4607,2.793814433,,1657,6291,3.796620398,
2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,1584,3925,2.47790404,,1597,5883,3.683782091,
2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1478,3649,2.468876861,,1492,5611,3.760723861,
2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,1524,3459,2.269685039,,1522,4809,3.159658344,
2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,1518,3501,2.306324111,,1525,5038,3.303606557,
2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,1479,3776,2.553076403,,1488,5503,3.698252688,
2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1459,3473,2.380397533,,1464,4651,3.176912568,
2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,1399,3046,2.177269478,,1407,4614,3.279317697,
2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,504,1547,3.069444444,,500,2339,4.678,
2020Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,968,2454,2.535123967,,967,3292,3.40434333,
2020Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1124,2692,2.395017794,,1137,3769,3.314863676,
2021Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,956,2229,2.331589958,,957,3086,3.224660397,
2021Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,1257,3092,2.45982498,,1253,3972,3.169992019,
2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,1129,3333,2.952170062,,1139,4402,3.864793679,
2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1011,2294,2.269040554,,1028,4024,3.914396887,
2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,1011,2124,2.100890208,,1003,2941,2.93220339,
2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,1045,2483,2.376076555,,1055,3471,3.290047393,
2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,1281,3116,2.432474629,,1283,4362,3.399844115,
2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,4,,1204,3141,2.608803987,,1221,4898,4.011466011,
2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1877,4495,2.394778903,,1907,6256,3.280545359,
2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1819,4216,2.317757009,,1834,6227,3.395310796,
2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,1794,4142,2.308807135,,1802,5411,3.002774695,
2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1724,4458,2.585846868,,1753,5997,3.420992584,
2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1556,4000,2.570694087,,1574,5855,3.719822109,
2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1752,4516,2.577625571,,1757,5755,3.27546955,
2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,1659,3909,2.356238698,,1677,5464,3.258199165,
2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1688,4164,2.466824645,,1706,5945,3.484759672,
2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1763,3926,2.22688599,,1770,5612,3.170621469,
2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1671,3441,2.059245961,,1679,4600,2.739726027,
2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,539,1362,2.52690167,,533,1857,3.484052533,
2020Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1135,2460,2.167400881,,1147,4038,3.52048823,
2020Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1318,3018,2.28983308,,1333,4035,3.027006752,
2021Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1157,2803,2.422644771,,1163,3780,3.250214961,
2021Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,1368,3102,2.26754386,,1365,4643,3.401465201,
2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1246,3689,2.960674157,,1256,5008,3.987261146,
2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1179,2433,2.063613232,,1190,3363,2.82605042,
2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1250,2890,2.312,,1253,3767,3.006384677,
2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,1206,2877,2.385572139,,1202,3968,3.301164725,
2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1397,2920,2.090193271,,1417,4617,3.258292167,
2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,5,,1333,2887,2.165791448,,1345,4445,3.304832714,
2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,23,33,1.434782609,,23,40,1.739130435,
2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,25,58,2.32,,25,60,2.4,
2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,19,25,1.315789474,,19,25,1.315789474,
2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,21,107,5.095238095,,19,130,6.842105263,
2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,19,128,6.736842105,,19,135,7.105263158,
2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,17,15,0.882352941,,16,17,1.0625,
2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,15,44,2.933333333,,16,63,3.9375,
2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,25,86,3.44,,24,95,3.958333333,
2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,10,55,5.5,,10,30,3,
2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,13,26,2,,13,61,4.692307692,
2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,0,0,,5,0,0,
2020Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,6,1.2,,5,6,1.2,
2020Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,6,1.2,,5,6,1.2,
2021Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,5,1,,5,5,1,
2021Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,19,3.8,,5,21,4.2,
2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,10,11,1.1,,10,10,1,
2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,11,15,1.363636364,,11,15,1.363636364,
2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,7,1.4,,5,140,28,
2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,5,1,,5,5,1,
2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,13,27,2.076923077,,12,26,2.166666667,
2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,,:,15,22,1.466666667,,15,24,1.6,
2017Q4,,S08000031,,G306H,,Elective Inpatients,,1,,70,68,0.971428571,,80,91,1.1375,
2018Q1,,S08000031,,G306H,,Elective Inpatients,,1,,91,105,1.153846154,,100,163,1.63,
2018Q2,,S08000031,,G306H,,Elective Inpatients,,1,,81,96,1.185185185,,89,164,1.842696629,
2018Q3,,S08000031,,G306H,,Elective Inpatients,,1,,65,65,1,,70,94,1.342857143,
2018Q4,,S08000031,,G306H,,Elective Inpatients,,1,,76,74,0.973684211,,85,112,1.317647059,
2019Q1,,S08000031,,G306H,,Elective Inpatients,,1,,73,64,0.876712329,,84,158,1.880952381,
2019Q2,,S08000031,,G306H,,Elective Inpatients,,1,,80,65,0.8125,,83,188,2.265060241,
2019Q3,,S08000031,,G306H,,Elective Inpatients,,1,,90,65,0.722222222,,95,90,0.947368421,
2019Q4,,S08000031,,G306H,,Elective Inpatients,,1,,88,108,1.227272727,,95,221,2.326315789,
2020Q1,,S08000031,,G306H,,Elective Inpatients,,1,,63,35,0.555555556,,69,61,0.884057971,
2020Q2,,S08000031,,G306H,,Elective Inpatients,,1,,0,0,,z,5,23,4.6,
2020Q3,,S08000031,,G306H,,Elective Inpatients,,1,,15,8,0.533333333,,20,70,3.5,
2020Q4,,S08000031,,G306H,,Elective Inpatients,,1,,30,16,0.533333333,,35,40,1.142857143,
2021Q1,,S08000031,,G306H,,Elective Inpatients,,1,,20,80,4,,25,103,4.12,
2021Q2,,S08000031,,G306H,,Elective Inpatients,,1,,47,33,0.70212766,,50,69,1.38,
2021Q3,,S08000031,,G306H,,Elective Inpatients,,1,,42,73,1.738095238,,45,90,2,
2021Q4,,S08000031,,G306H,,Elective Inpatients,,1,,15,0,0,,18,12,0.666666667,
2022Q1,,S08000031,,G306H,,Elective Inpatients,,1,,20,30,1.5,,20,39,1.95,
2022Q2,,S08000031,,G306H,,Elective Inpatients,,1,,10,29,2.9,,15,62,4.133333333,
2022Q3,,S08000031,,G306H,,Elective Inpatients,,1,,25,0,0,,30,62,2.066666667,
2022Q4,p,S08000031,,G306H,,Elective Inpatients,,1,,20,13,0.65,,22,35,1.590909091,
2017Q4,,S08000031,,G306H,,Elective Inpatients,,2,,49,50,1.020408163,,55,197,3.581818182,
2018Q1,,S08000031,,G306H,,Elective Inpatients,,2,,30,28,0.933333333,,40,77,1.925,
2018Q2,,S08000031,,G306H,,Elective Inpatients,,2,,41,33,0.804878049,,44,58,1.318181818,
2018Q3,,S08000031,,G306H,,Elective Inpatients,,2,,41,42,1.024390244,,44,84,1.909090909,
2018Q4,,S08000031,,G306H,,Elective Inpatients,,2,,35,25,0.714285714,,41,115,2.804878049,
2019Q1,,S08000031,,G306H,,Elective Inpatients,,2,,40,33,0.825,,45,36,0.8,
2019Q2,,S08000031,,G306H,,Elective Inpatients,,2,,43,36,0.837209302,,51,61,1.196078431,
2019Q3,,S08000031,,G306H,,Elective Inpatients,,2,,46,30,0.652173913,,47,32,0.680851064,
2019Q4,,S08000031,,G306H,,Elective Inpatients,,2,,40,23,0.575,,41,57,1.390243902,
2020Q1,,S08000031,,G306H,,Elective Inpatients,,2,,27,20,0.740740741,,32,89,2.78125,
2020Q3,,S08000031,,G306H,,Elective Inpatients,,2,,15,5,0.333333333,,20,33,1.65,
2020Q4,,S08000031,,G306H,,Elective Inpatients,,2,,15,10,0.666666667,,15,11,0.733333333,
2021Q1,,S08000031,,G306H,,Elective Inpatients,,2,,10,5,0.5,,10,5,0.5,
2021Q2,,S08000031,,G306H,,Elective Inpatients,,2,,32,29,0.90625,,37,133,3.594594595,
2021Q3,,S08000031,,G306H,,Elective Inpatients,,2,,20,86,4.3,,25,97,3.88,
2021Q4,,S08000031,,G306H,,Elective Inpatients,,2,,5,0,0,,10,14,1.4,
2022Q1,,S08000031,,G306H,,Elective Inpatients,,2,,5,0,0,,10,18,1.8,
2022Q2,,S08000031,,G306H,,Elective Inpatients,,2,,10,0,0,,12,7,0.583333333,
2022Q3,,S08000031,,G306H,,Elective Inpatients,,2,,15,5,0.333333333,,15,48,3.2,
2022Q4,p,S08000031,,G306H,,Elective Inpatients,,2,,11,15,1.363636364,,14,20,1.428571429,
2017Q4,,S08000031,,G306H,,Elective Inpatients,,3,,30,33,1.1,,34,39,1.147058824,
2018Q1,,S08000031,,G306H,,Elective Inpatients,,3,,39,32,0.820512821,,44,89,2.022727273,
2018Q2,,S08000031,,G306H,,Elective Inpatients,,3,,44,35,0.795454545,,47,50,1.063829787,
2018Q3,,S08000031,,G306H,,Elective Inpatients,,3,,29,25,0.862068966,,35,61,1.742857143,
2018Q4,,S08000031,,G306H,,Elective Inpatients,,3,,20,17,0.85,,20,20,1,
2019Q1,,S08000031,,G306H,,Elective Inpatients,,3,,30,30,1,,35,39,1.114285714,
2019Q2,,S08000031,,G306H,,Elective Inpatients,,3,,28,20,0.714285714,,29,31,1.068965517,
2019Q3,,S08000031,,G306H,,Elective Inpatients,,3,,41,32,0.780487805,,40,32,0.8,
2019Q4,,S08000031,,G306H,,Elective Inpatients,,3,,37,26,0.702702703,,40,47,1.175,
2020Q1,,S08000031,,G306H,,Elective Inpatients,,3,,34,26,0.764705882,,36,42,1.166666667,
2020Q3,,S08000031,,G306H,,Elective Inpatients,,3,,10,5,0.5,,10,5,0.5,
2020Q4,,S08000031,,G306H,,Elective Inpatients,,3,,25,13,0.52,,25,23,0.92,
2021Q1,,S08000031,,G306H,,Elective Inpatients,,3,,5,0,0,,5,0,0,
2021Q2,,S08000031,,G306H,,Elective Inpatients,,3,,25,20,0.8,,30,39,1.3,
2021Q3,,S08000031,,G306H,,Elective Inpatients,,3,,15,10,0.666666667,,15,17,1.133333333,
2021Q4,,S08000031,,G306H,,Elective Inpatients,,3,,5,283,56.6,,5,286,57.2,
2022Q1,,S08000031,,G306H,,Elective Inpatients,,3,,5,0,0,,10,9,0.9,
2022Q2,,S08000031,,G306H,,Elective Inpatients,,3,,10,0,0,,10,6,0.6,
2022Q3,,S08000031,,G306H,,Elective Inpatients,,3,,5,5,1,,10,5,0.5,
2022Q4,p,S08000031,,G306H,,Elective Inpatients,,3,,10,20,2,,11,29,2.636363636,
2017Q4,,S08000031,,G306H,,Elective Inpatients,,4,,35,31,0.885714286,,42,96,2.285714286,
2018Q1,,S08000031,,G306H,,Elective Inpatients,,4,,46,43,0.934782609,,50,52,1.04,
2018Q2,,S08000031,,G306H,,Elective Inpatients,,4,,35,29,0.828571429,,39,43,1.102564103,
2018Q3,,S08000031,,G306H,,Elective Inpatients,,4,,30,28,0.933333333,,35,44,1.257142857,
2018Q4,,S08000031,,G306H,,Elective Inpatients,,4,,30,25,0.833333333,,33,30,0.909090909,
2019Q1,,S08000031,,G306H,,Elective Inpatients,,4,,38,41,1.078947368,,43,87,2.023255814,
2019Q2,,S08000031,,G306H,,Elective Inpatients,,4,,40,30,0.75,,41,46,1.12195122,
2019Q3,,S08000031,,G306H,,Elective Inpatients,,4,,44,25,0.568181818,,48,55,1.145833333,
2019Q4,,S08000031,,G306H,,Elective Inpatients,,4,,30,16,0.533333333,,35,22,0.628571429,
2020Q1,,S08000031,,G306H,,Elective Inpatients,,4,,30,21,0.7,,30,30,1,
2020Q3,,S08000031,,G306H,,Elective Inpatients,,4,,10,23,2.3,,15,24,1.6,
2020Q4,,S08000031,,G306H,,Elective Inpatients,,4,,20,46,2.3,,20,62,3.1,
2021Q1,,S08000031,,G306H,,Elective Inpatients,,4,,15,0,0,,15,8,0.533333333,
2021Q2,,S08000031,,G306H,,Elective Inpatients,,4,,20,12,0.6,,22,31,1.409090909,
2021Q3,,S08000031,,G306H,,Elective Inpatients,,4,,10,37,3.7,,14,38,2.714285714,
2021Q4,,S08000031,,G306H,,Elective Inpatients,,4,,5,5,1,,5,7,1.4,
2022Q1,,S08000031,,G306H,,Elective Inpatients,,4,,10,16,1.6,,10,56,5.6,
2022Q2,,S08000031,,G306H,,Elective Inpatients,,4,,10,0,0,,10,13,1.3,
2022Q3,,S08000031,,G306H,,Elective Inpatients,,4,,10,5,0.5,,15,10,0.666666667,
2022Q4,p,S08000031,,G306H,,Elective Inpatients,,4,,5,0,0,,5,0,0,
2017Q4,,S08000031,,G306H,,Elective Inpatients,,5,,40,38,0.95,,45,144,3.2,
2018Q1,,S08000031,,G306H,,Elective Inpatients,,5,,43,35,0.813953488,,45,44,0.977777778,
2018Q2,,S08000031,,G306H,,Elective Inpatients,,5,,40,34,0.85,,50,88,1.76,
2018Q3,,S08000031,,G306H,,Elective Inpatients,,5,,35,32,0.914285714,,44,86,1.954545455,
2018Q4,,S08000031,,G306H,,Elective Inpatients,,5,,35,34,0.971428571,,45,94,2.088888889,
2019Q1,,S08000031,,G306H,,Elective Inpatients,,5,,35,25,0.714285714,,45,98,2.177777778,
2019Q2,,S08000031,,G306H,,Elective Inpatients,,5,,39,24,0.615384615,,45,138,3.066666667,
2019Q3,,S08000031,,G306H,,Elective Inpatients,,5,,36,23,0.638888889,,40,54,1.35,
2019Q4,,S08000031,,G306H,,Elective Inpatients,,5,,59,30,0.508474576,,63,156,2.476190476,
2020Q1,,S08000031,,G306H,,Elective Inpatients,,5,,50,35,0.7,,53,117,2.20754717,
2020Q2,,S08000031,,G306H,,Elective Inpatients,,5,,0,0,,z,0,0,,z
2020Q3,,S08000031,,G306H,,Elective Inpatients,,5,,20,31,1.55,,20,42,2.1,
2020Q4,,S08000031,,G306H,,Elective Inpatients,,5,,25,7,0.28,,30,21,0.7,
