_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
1982,2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,3,,1278,3541,2.770735524,,1272,4809,3.780660377,
1983,2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,3,,1111,3488,3.139513951,,1114,4917,4.413824057,
1984,2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,3,,1129,2731,2.418954827,,1126,4223,3.75044405,
1985,2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,3,,1192,3184,2.67114094,,1187,4078,3.435551811,
1986,2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,3,,1414,3469,2.453323904,,1415,5040,3.561837456,
1987,2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,3,,1312,3427,2.612042683,,1332,5217,3.916666667,
1988,2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1631,4305,2.639484979,,1655,6374,3.851359517,
1989,2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,1535,3721,2.424104235,,1522,5155,3.386990802,
1990,2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,1649,4607,2.793814433,,1657,6291,3.796620398,
1991,2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,1584,3925,2.47790404,,1597,5883,3.683782091,
1992,2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1478,3649,2.468876861,,1492,5611,3.760723861,
1993,2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,1524,3459,2.269685039,,1522,4809,3.159658344,
1994,2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,1518,3501,2.306324111,,1525,5038,3.303606557,
1995,2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,1479,3776,2.553076403,,1488,5503,3.698252688,
1996,2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1459,3473,2.380397533,,1464,4651,3.176912568,
1997,2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,1399,3046,2.177269478,,1407,4614,3.279317697,
1998,2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,504,1547,3.069444444,,500,2339,4.678,
1999,2020Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,968,2454,2.535123967,,967,3292,3.40434333,
2000,2020Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1124,2692,2.395017794,,1137,3769,3.314863676,
2001,2021Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,956,2229,2.331589958,,957,3086,3.224660397,
2002,2021Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,1257,3092,2.45982498,,1253,3972,3.169992019,
2003,2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,1129,3333,2.952170062,,1139,4402,3.864793679,
2004,2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,4,,1011,2294,2.269040554,,1028,4024,3.914396887,
2005,2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,4,,1011,2124,2.100890208,,1003,2941,2.93220339,
2006,2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,4,,1045,2483,2.376076555,,1055,3471,3.290047393,
2007,2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,4,,1281,3116,2.432474629,,1283,4362,3.399844115,
2008,2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,4,,1204,3141,2.608803987,,1221,4898,4.011466011,
2009,2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1877,4495,2.394778903,,1907,6256,3.280545359,
2010,2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1819,4216,2.317757009,,1834,6227,3.395310796,
2011,2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,1794,4142,2.308807135,,1802,5411,3.002774695,
2012,2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1724,4458,2.585846868,,1753,5997,3.420992584,
2013,2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1556,4000,2.570694087,,1574,5855,3.719822109,
2014,2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1752,4516,2.577625571,,1757,5755,3.27546955,
2015,2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,1659,3909,2.356238698,,1677,5464,3.258199165,
2016,2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1688,4164,2.466824645,,1706,5945,3.484759672,
2017,2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1763,3926,2.22688599,,1770,5612,3.170621469,
2018,2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1671,3441,2.059245961,,1679,4600,2.739726027,
2019,2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,539,1362,2.52690167,,533,1857,3.484052533,
2020,2020Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1135,2460,2.167400881,,1147,4038,3.52048823,
2021,2020Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1318,3018,2.28983308,,1333,4035,3.027006752,
2022,2021Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1157,2803,2.422644771,,1163,3780,3.250214961,
2023,2021Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,1368,3102,2.26754386,,1365,4643,3.401465201,
2024,2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1246,3689,2.960674157,,1256,5008,3.987261146,
2025,2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,5,,1179,2433,2.063613232,,1190,3363,2.82605042,
2026,2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,5,,1250,2890,2.312,,1253,3767,3.006384677,
2027,2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,5,,1206,2877,2.385572139,,1202,3968,3.301164725,
2028,2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,5,,1397,2920,2.090193271,,1417,4617,3.258292167,
2029,2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,5,,1333,2887,2.165791448,,1345,4445,3.304832714,
2030,2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,23,33,1.434782609,,23,40,1.739130435,
2031,2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,25,58,2.32,,25,60,2.4,
2032,2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,19,25,1.315789474,,19,25,1.315789474,
2033,2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,21,107,5.095238095,,19,130,6.842105263,
2034,2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,19,128,6.736842105,,19,135,7.105263158,
2035,2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,17,15,0.882352941,,16,17,1.0625,
2036,2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,15,44,2.933333333,,16,63,3.9375,
2037,2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,25,86,3.44,,24,95,3.958333333,
2038,2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,10,55,5.5,,10,30,3,
2039,2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,13,26,2,,13,61,4.692307692,
2040,2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,0,0,,5,0,0,
2041,2020Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,6,1.2,,5,6,1.2,
2042,2020Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,6,1.2,,5,6,1.2,
2043,2021Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,5,1,,5,5,1,
2044,2021Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,19,3.8,,5,21,4.2,
2045,2021Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,10,11,1.1,,10,10,1,
2046,2021Q4,,S08000031,,S08000031,d,Elective Inpatients,,,:,11,15,1.363636364,,11,15,1.363636364,
2047,2022Q1,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,7,1.4,,5,140,28,
2048,2022Q2,,S08000031,,S08000031,d,Elective Inpatients,,,:,5,5,1,,5,5,1,
2049,2022Q3,,S08000031,,S08000031,d,Elective Inpatients,,,:,13,27,2.076923077,,12,26,2.166666667,
2050,2022Q4,p,S08000031,,S08000031,d,Elective Inpatients,,,:,15,22,1.466666667,,15,24,1.6,
2051,2017Q4,,S08000031,,G306H,,Elective Inpatients,,1,,70,68,0.971428571,,80,91,1.1375,
2052,2018Q1,,S08000031,,G306H,,Elective Inpatients,,1,,91,105,1.153846154,,100,163,1.63,
2053,2018Q2,,S08000031,,G306H,,Elective Inpatients,,1,,81,96,1.185185185,,89,164,1.842696629,
2054,2018Q3,,S08000031,,G306H,,Elective Inpatients,,1,,65,65,1,,70,94,1.342857143,
2055,2018Q4,,S08000031,,G306H,,Elective Inpatients,,1,,76,74,0.973684211,,85,112,1.317647059,
2056,2019Q1,,S08000031,,G306H,,Elective Inpatients,,1,,73,64,0.876712329,,84,158,1.880952381,
2057,2019Q2,,S08000031,,G306H,,Elective Inpatients,,1,,80,65,0.8125,,83,188,2.265060241,
2058,2019Q3,,S08000031,,G306H,,Elective Inpatients,,1,,90,65,0.722222222,,95,90,0.947368421,
2059,2019Q4,,S08000031,,G306H,,Elective Inpatients,,1,,88,108,1.227272727,,95,221,2.326315789,
2060,2020Q1,,S08000031,,G306H,,Elective Inpatients,,1,,63,35,0.555555556,,69,61,0.884057971,
2061,2020Q2,,S08000031,,G306H,,Elective Inpatients,,1,,0,0,,z,5,23,4.6,
2062,2020Q3,,S08000031,,G306H,,Elective Inpatients,,1,,15,8,0.533333333,,20,70,3.5,
2063,2020Q4,,S08000031,,G306H,,Elective Inpatients,,1,,30,16,0.533333333,,35,40,1.142857143,
2064,2021Q1,,S08000031,,G306H,,Elective Inpatients,,1,,20,80,4,,25,103,4.12,
2065,2021Q2,,S08000031,,G306H,,Elective Inpatients,,1,,47,33,0.70212766,,50,69,1.38,
2066,2021Q3,,S08000031,,G306H,,Elective Inpatients,,1,,42,73,1.738095238,,45,90,2,
2067,2021Q4,,S08000031,,G306H,,Elective Inpatients,,1,,15,0,0,,18,12,0.666666667,
2068,2022Q1,,S08000031,,G306H,,Elective Inpatients,,1,,20,30,1.5,,20,39,1.95,
2069,2022Q2,,S08000031,,G306H,,Elective Inpatients,,1,,10,29,2.9,,15,62,4.133333333,
2070,2022Q3,,S08000031,,G306H,,Elective Inpatients,,1,,25,0,0,,30,62,2.066666667,
2071,2022Q4,p,S08000031,,G306H,,Elective Inpatients,,1,,20,13,0.65,,22,35,1.590909091,
2072,2017Q4,,S08000031,,G306H,,Elective Inpatients,,2,,49,50,1.020408163,,55,197,3.581818182,
2073,2018Q1,,S08000031,,G306H,,Elective Inpatients,,2,,30,28,0.933333333,,40,77,1.925,
2074,2018Q2,,S08000031,,G306H,,Elective Inpatients,,2,,41,33,0.804878049,,44,58,1.318181818,
2075,2018Q3,,S08000031,,G306H,,Elective Inpatients,,2,,41,42,1.024390244,,44,84,1.909090909,
2076,2018Q4,,S08000031,,G306H,,Elective Inpatients,,2,,35,25,0.714285714,,41,115,2.804878049,
2077,2019Q1,,S08000031,,G306H,,Elective Inpatients,,2,,40,33,0.825,,45,36,0.8,
2078,2019Q2,,S08000031,,G306H,,Elective Inpatients,,2,,43,36,0.837209302,,51,61,1.196078431,
2079,2019Q3,,S08000031,,G306H,,Elective Inpatients,,2,,46,30,0.652173913,,47,32,0.680851064,
2080,2019Q4,,S08000031,,G306H,,Elective Inpatients,,2,,40,23,0.575,,41,57,1.390243902,
2081,2020Q1,,S08000031,,G306H,,Elective Inpatients,,2,,27,20,0.740740741,,32,89,2.78125,
2082,2020Q3,,S08000031,,G306H,,Elective Inpatients,,2,,15,5,0.333333333,,20,33,1.65,
2083,2020Q4,,S08000031,,G306H,,Elective Inpatients,,2,,15,10,0.666666667,,15,11,0.733333333,
2084,2021Q1,,S08000031,,G306H,,Elective Inpatients,,2,,10,5,0.5,,10,5,0.5,
2085,2021Q2,,S08000031,,G306H,,Elective Inpatients,,2,,32,29,0.90625,,37,133,3.594594595,
2086,2021Q3,,S08000031,,G306H,,Elective Inpatients,,2,,20,86,4.3,,25,97,3.88,
2087,2021Q4,,S08000031,,G306H,,Elective Inpatients,,2,,5,0,0,,10,14,1.4,
2088,2022Q1,,S08000031,,G306H,,Elective Inpatients,,2,,5,0,0,,10,18,1.8,
2089,2022Q2,,S08000031,,G306H,,Elective Inpatients,,2,,10,0,0,,12,7,0.583333333,
2090,2022Q3,,S08000031,,G306H,,Elective Inpatients,,2,,15,5,0.333333333,,15,48,3.2,
2091,2022Q4,p,S08000031,,G306H,,Elective Inpatients,,2,,11,15,1.363636364,,14,20,1.428571429,
2092,2017Q4,,S08000031,,G306H,,Elective Inpatients,,3,,30,33,1.1,,34,39,1.147058824,
2093,2018Q1,,S08000031,,G306H,,Elective Inpatients,,3,,39,32,0.820512821,,44,89,2.022727273,
2094,2018Q2,,S08000031,,G306H,,Elective Inpatients,,3,,44,35,0.795454545,,47,50,1.063829787,
2095,2018Q3,,S08000031,,G306H,,Elective Inpatients,,3,,29,25,0.862068966,,35,61,1.742857143,
2096,2018Q4,,S08000031,,G306H,,Elective Inpatients,,3,,20,17,0.85,,20,20,1,
2097,2019Q1,,S08000031,,G306H,,Elective Inpatients,,3,,30,30,1,,35,39,1.114285714,
2098,2019Q2,,S08000031,,G306H,,Elective Inpatients,,3,,28,20,0.714285714,,29,31,1.068965517,
2099,2019Q3,,S08000031,,G306H,,Elective Inpatients,,3,,41,32,0.780487805,,40,32,0.8,
2100,2019Q4,,S08000031,,G306H,,Elective Inpatients,,3,,37,26,0.702702703,,40,47,1.175,
2101,2020Q1,,S08000031,,G306H,,Elective Inpatients,,3,,34,26,0.764705882,,36,42,1.166666667,
2102,2020Q3,,S08000031,,G306H,,Elective Inpatients,,3,,10,5,0.5,,10,5,0.5,
2103,2020Q4,,S08000031,,G306H,,Elective Inpatients,,3,,25,13,0.52,,25,23,0.92,
2104,2021Q1,,S08000031,,G306H,,Elective Inpatients,,3,,5,0,0,,5,0,0,
2105,2021Q2,,S08000031,,G306H,,Elective Inpatients,,3,,25,20,0.8,,30,39,1.3,
2106,2021Q3,,S08000031,,G306H,,Elective Inpatients,,3,,15,10,0.666666667,,15,17,1.133333333,
2107,2021Q4,,S08000031,,G306H,,Elective Inpatients,,3,,5,283,56.6,,5,286,57.2,
2108,2022Q1,,S08000031,,G306H,,Elective Inpatients,,3,,5,0,0,,10,9,0.9,
2109,2022Q2,,S08000031,,G306H,,Elective Inpatients,,3,,10,0,0,,10,6,0.6,
2110,2022Q3,,S08000031,,G306H,,Elective Inpatients,,3,,5,5,1,,10,5,0.5,
2111,2022Q4,p,S08000031,,G306H,,Elective Inpatients,,3,,10,20,2,,11,29,2.636363636,
2112,2017Q4,,S08000031,,G306H,,Elective Inpatients,,4,,35,31,0.885714286,,42,96,2.285714286,
2113,2018Q1,,S08000031,,G306H,,Elective Inpatients,,4,,46,43,0.934782609,,50,52,1.04,
2114,2018Q2,,S08000031,,G306H,,Elective Inpatients,,4,,35,29,0.828571429,,39,43,1.102564103,
2115,2018Q3,,S08000031,,G306H,,Elective Inpatients,,4,,30,28,0.933333333,,35,44,1.257142857,
2116,2018Q4,,S08000031,,G306H,,Elective Inpatients,,4,,30,25,0.833333333,,33,30,0.909090909,
2117,2019Q1,,S08000031,,G306H,,Elective Inpatients,,4,,38,41,1.078947368,,43,87,2.023255814,
2118,2019Q2,,S08000031,,G306H,,Elective Inpatients,,4,,40,30,0.75,,41,46,1.12195122,
2119,2019Q3,,S08000031,,G306H,,Elective Inpatients,,4,,44,25,0.568181818,,48,55,1.145833333,
2120,2019Q4,,S08000031,,G306H,,Elective Inpatients,,4,,30,16,0.533333333,,35,22,0.628571429,
2121,2020Q1,,S08000031,,G306H,,Elective Inpatients,,4,,30,21,0.7,,30,30,1,
2122,2020Q3,,S08000031,,G306H,,Elective Inpatients,,4,,10,23,2.3,,15,24,1.6,
2123,2020Q4,,S08000031,,G306H,,Elective Inpatients,,4,,20,46,2.3,,20,62,3.1,
2124,2021Q1,,S08000031,,G306H,,Elective Inpatients,,4,,15,0,0,,15,8,0.533333333,
2125,2021Q2,,S08000031,,G306H,,Elective Inpatients,,4,,20,12,0.6,,22,31,1.409090909,
2126,2021Q3,,S08000031,,G306H,,Elective Inpatients,,4,,10,37,3.7,,14,38,2.714285714,
2127,2021Q4,,S08000031,,G306H,,Elective Inpatients,,4,,5,5,1,,5,7,1.4,
2128,2022Q1,,S08000031,,G306H,,Elective Inpatients,,4,,10,16,1.6,,10,56,5.6,
2129,2022Q2,,S08000031,,G306H,,Elective Inpatients,,4,,10,0,0,,10,13,1.3,
2130,2022Q3,,S08000031,,G306H,,Elective Inpatients,,4,,10,5,0.5,,15,10,0.666666667,
2131,2022Q4,p,S08000031,,G306H,,Elective Inpatients,,4,,5,0,0,,5,0,0,
2132,2017Q4,,S08000031,,G306H,,Elective Inpatients,,5,,40,38,0.95,,45,144,3.2,
2133,2018Q1,,S08000031,,G306H,,Elective Inpatients,,5,,43,35,0.813953488,,45,44,0.977777778,
2134,2018Q2,,S08000031,,G306H,,Elective Inpatients,,5,,40,34,0.85,,50,88,1.76,
2135,2018Q3,,S08000031,,G306H,,Elective Inpatients,,5,,35,32,0.914285714,,44,86,1.954545455,
2136,2018Q4,,S08000031,,G306H,,Elective Inpatients,,5,,35,34,0.971428571,,45,94,2.088888889,
2137,2019Q1,,S08000031,,G306H,,Elective Inpatients,,5,,35,25,0.714285714,,45,98,2.177777778,
2138,2019Q2,,S08000031,,G306H,,Elective Inpatients,,5,,39,24,0.615384615,,45,138,3.066666667,
2139,2019Q3,,S08000031,,G306H,,Elective Inpatients,,5,,36,23,0.638888889,,40,54,1.35,
2140,2019Q4,,S08000031,,G306H,,Elective Inpatients,,5,,59,30,0.508474576,,63,156,2.476190476,
2141,2020Q1,,S08000031,,G306H,,Elective Inpatients,,5,,50,35,0.7,,53,117,2.20754717,
2142,2020Q2,,S08000031,,G306H,,Elective Inpatients,,5,,0,0,,z,0,0,,z
2143,2020Q3,,S08000031,,G306H,,Elective Inpatients,,5,,20,31,1.55,,20,42,2.1,
2144,2020Q4,,S08000031,,G306H,,Elective Inpatients,,5,,25,7,0.28,,30,21,0.7,
2145,2021Q1,,S08000031,,G306H,,Elective Inpatients,,5,,5,331,66.2,,10,353,35.3,
2146,2021Q2,,S08000031,,G306H,,Elective Inpatients,,5,,25,20,0.8,,26,25,0.961538462,
2147,2021Q3,,S08000031,,G306H,,Elective Inpatients,,5,,15,16,1.066666667,,15,21,1.4,
2148,2021Q4,,S08000031,,G306H,,Elective Inpatients,,5,,5,0,0,,5,18,3.6,
2149,2022Q1,,S08000031,,G306H,,Elective Inpatients,,5,,15,35,2.333333333,,20,85,4.25,
2150,2022Q2,,S08000031,,G306H,,Elective Inpatients,,5,,10,0,0,,10,0,0,
2151,2022Q3,,S08000031,,G306H,,Elective Inpatients,,5,,15,20,1.333333333,,15,20,1.333333333,
2152,2022Q4,p,S08000031,,G306H,,Elective Inpatients,,5,,5,0,0,,10,29,2.9,
2153,2018Q4,,S08000031,,G306H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2154,2019Q1,,S08000031,,G306H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2155,2019Q3,,S08000031,,G306H,,Elective Inpatients,,,:,5,5,1,,5,5,1,
2156,2019Q4,,S08000031,,G306H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2157,2017Q4,,S08000031,,G405H,,Elective Inpatients,,1,,1248,3498,2.802884615,,1254,5333,4.252791069,
2158,2018Q1,,S08000031,,G405H,,Elective Inpatients,,1,,1118,3126,2.796064401,,1110,5907,5.321621622,
2159,2018Q2,,S08000031,,G405H,,Elective Inpatients,,1,,1244,3775,3.034565916,,1245,6313,5.070682731,
2160,2018Q3,,S08000031,,G405H,,Elective Inpatients,,1,,1179,3856,3.270568278,,1172,5369,4.58105802,
2161,2018Q4,,S08000031,,G405H,,Elective Inpatients,,1,,1026,3209,3.127680312,,1032,4595,4.45251938,
2162,2019Q1,,S08000031,,G405H,,Elective Inpatients,,1,,1082,3344,3.090573013,,1078,4789,4.442486085,
2163,2019Q2,,S08000031,,G405H,,Elective Inpatients,,1,,1183,3928,3.320371936,,1183,5153,4.355874894,
2164,2019Q3,,S08000031,,G405H,,Elective Inpatients,,1,,1163,3710,3.190025795,,1162,5359,4.611876076,
2165,2019Q4,,S08000031,,G405H,,Elective Inpatients,,1,,1220,3527,2.890983607,,1228,4970,4.04723127,
2166,2020Q1,,S08000031,,G405H,,Elective Inpatients,,1,,1064,3397,3.192669173,,1067,4873,4.567010309,
2167,2020Q2,,S08000031,,G405H,,Elective Inpatients,,1,,383,1085,2.832898172,,379,1742,4.596306069,
2168,2020Q3,,S08000031,,G405H,,Elective Inpatients,,1,,732,2008,2.743169399,,721,2842,3.941747573,
2169,2020Q4,,S08000031,,G405H,,Elective Inpatients,,1,,812,2348,2.891625616,,818,3824,4.674816626,
2170,2021Q1,,S08000031,,G405H,,Elective Inpatients,,1,,759,2170,2.859025033,,745,3112,4.177181208,
2171,2021Q2,,S08000031,,G405H,,Elective Inpatients,,1,,850,2368,2.785882353,,859,3591,4.180442375,
2172,2021Q3,,S08000031,,G405H,,Elective Inpatients,,1,,745,2638,3.540939597,,747,4261,5.704149933,
2173,2021Q4,,S08000031,,G405H,,Elective Inpatients,,1,,721,1771,2.45631068,,730,2973,4.07260274,
2174,2022Q1,,S08000031,,G405H,,Elective Inpatients,,1,,734,2012,2.741144414,,725,2987,4.12,
2175,2022Q2,,S08000031,,G405H,,Elective Inpatients,,1,,736,2082,2.828804348,,729,3290,4.51303155,
2176,2022Q3,,S08000031,,G405H,,Elective Inpatients,,1,,874,2135,2.442791762,,874,3038,3.47597254,
2177,2022Q4,p,S08000031,,G405H,,Elective Inpatients,,1,,739,2096,2.836265223,,740,3380,4.567567568,
2178,2017Q4,,S08000031,,G405H,,Elective Inpatients,,2,,782,2313,2.957800512,,782,3631,4.643222506,
2179,2018Q1,,S08000031,,G405H,,Elective Inpatients,,2,,707,2144,3.032531825,,693,3126,4.510822511,
2180,2018Q2,,S08000031,,G405H,,Elective Inpatients,,2,,672,2094,3.116071429,,681,3841,5.640234949,
2181,2018Q3,,S08000031,,G405H,,Elective Inpatients,,2,,748,2170,2.901069519,,749,3102,4.141522029,
2182,2018Q4,,S08000031,,G405H,,Elective Inpatients,,2,,686,2495,3.637026239,,687,3407,4.959243086,
2183,2019Q1,,S08000031,,G405H,,Elective Inpatients,,2,,712,2046,2.873595506,,710,3051,4.297183099,
2184,2019Q2,,S08000031,,G405H,,Elective Inpatients,,2,,711,2251,3.165963432,,712,2884,4.050561798,
2185,2019Q3,,S08000031,,G405H,,Elective Inpatients,,2,,683,2044,2.992679356,,679,2963,4.36377025,
2186,2019Q4,,S08000031,,G405H,,Elective Inpatients,,2,,702,2115,3.012820513,,709,3084,4.349788434,
2187,2020Q1,,S08000031,,G405H,,Elective Inpatients,,2,,619,2098,3.389337641,,622,3080,4.951768489,
2188,2020Q2,,S08000031,,G405H,,Elective Inpatients,,2,,235,607,2.582978723,,233,1093,4.690987124,
2189,2020Q3,,S08000031,,G405H,,Elective Inpatients,,2,,449,1137,2.532293987,,444,1672,3.765765766,
2190,2020Q4,,S08000031,,G405H,,Elective Inpatients,,2,,506,1557,3.077075099,,512,2334,4.55859375,
2191,2021Q1,,S08000031,,G405H,,Elective Inpatients,,2,,445,1268,2.849438202,,437,1783,4.080091533,
2192,2021Q2,,S08000031,,G405H,,Elective Inpatients,,2,,609,2071,3.400656814,,605,2771,4.580165289,
2193,2021Q3,,S08000031,,G405H,,Elective Inpatients,,2,,506,1607,3.175889328,,502,2373,4.727091633,
2194,2021Q4,,S08000031,,G405H,,Elective Inpatients,,2,,405,1500,3.703703704,,410,2065,5.036585366,
2195,2022Q1,,S08000031,,G405H,,Elective Inpatients,,2,,462,1277,2.764069264,,441,1947,4.414965986,
2196,2022Q2,,S08000031,,G405H,,Elective Inpatients,,2,,447,1236,2.765100671,,455,2598,5.70989011,
2197,2022Q3,,S08000031,,G405H,,Elective Inpatients,,2,,506,1596,3.154150198,,505,2380,4.712871287,
2198,2022Q4,p,S08000031,,G405H,,Elective Inpatients,,2,,460,1538,3.343478261,,466,2482,5.326180258,
2199,2017Q4,,S08000031,,G405H,,Elective Inpatients,,3,,617,2087,3.382495948,,617,2932,4.752025932,
2200,2018Q1,,S08000031,,G405H,,Elective Inpatients,,3,,583,1566,2.686106346,,582,2487,4.273195876,
2201,2018Q2,,S08000031,,G405H,,Elective Inpatients,,3,,558,1488,2.666666667,,550,1963,3.569090909,
2202,2018Q3,,S08000031,,G405H,,Elective Inpatients,,3,,588,1845,3.137755102,,578,2425,4.19550173,
2203,2018Q4,,S08000031,,G405H,,Elective Inpatients,,3,,565,1861,3.29380531,,567,2873,5.0670194,
2204,2019Q1,,S08000031,,G405H,,Elective Inpatients,,3,,582,2586,4.443298969,,579,2735,4.723661485,
2205,2019Q2,,S08000031,,G405H,,Elective Inpatients,,3,,563,1971,3.500888099,,558,3265,5.85125448,
2206,2019Q3,,S08000031,,G405H,,Elective Inpatients,,3,,554,1934,3.490974729,,545,2396,4.396330275,
2207,2019Q4,,S08000031,,G405H,,Elective Inpatients,,3,,588,2001,3.403061224,,582,2695,4.630584192,
2208,2020Q1,,S08000031,,G405H,,Elective Inpatients,,3,,492,1731,3.518292683,,488,2924,5.991803279,
2209,2020Q2,,S08000031,,G405H,,Elective Inpatients,,3,,190,731,3.847368421,,184,1066,5.793478261,
2210,2020Q3,,S08000031,,G405H,,Elective Inpatients,,3,,320,1026,3.20625,,311,1407,4.524115756,
2211,2020Q4,,S08000031,,G405H,,Elective Inpatients,,3,,375,1252,3.338666667,,373,1834,4.91689008,
2212,2021Q1,,S08000031,,G405H,,Elective Inpatients,,3,,331,1023,3.090634441,,335,1515,4.52238806,
2213,2021Q2,,S08000031,,G405H,,Elective Inpatients,,3,,449,1394,3.10467706,,443,1871,4.223476298,
2214,2021Q3,,S08000031,,G405H,,Elective Inpatients,,3,,386,1293,3.349740933,,384,2003,5.216145833,
2215,2021Q4,,S08000031,,G405H,,Elective Inpatients,,3,,335,1296,3.868656716,,330,1963,5.948484848,
2216,2022Q1,,S08000031,,G405H,,Elective Inpatients,,3,,360,1010,2.805555556,,353,1454,4.11898017,
2217,2022Q2,,S08000031,,G405H,,Elective Inpatients,,3,,413,1438,3.481840194,,399,1755,4.398496241,
